,SALES_ID,YEAR,SELLING_PRICE,KM_DRIVEN,POSTAL_CODE,FUEL,SELLER_TYPE,TRANSMISSION,OWNER,SEATS,MILEAGE_NO,STATE_NAME,CITY_NAME,SOLD,REGION,ENGINE_CC,MAX_POWER_BHP,COMPANY,MODEL
2954,3050,2019,650000,5000,834001,Petrol,Individual,Manual,First Owner,7,20.0,Jharkhand,Ranchi,N,East,999,72.0,Renault,Triber
2955,3051,2011,200000,70000,560063,LPG,Individual,Manual,First Owner,5,26.2,Karnataka,Bangalore,N,South,998,58.2,Maruti,Wagon
2956,3052,2013,350000,85000,600020,Diesel,Individual,Manual,First Owner,5,22.9,Tamil Nadu,Chennai,N,South,1248,74.0,Maruti,Swift
2957,3053,2018,911999,25000,751022,Diesel,Individual,Automatic,First Owner,5,24.3,Odisha,Bhubaneshwar,N,East,1248,88.5,Maruti,Vitara
2958,3054,2018,650000,15000,574142,Petrol,Individual,Manual,First Owner,5,21.21,Karnataka,Mangalore,N,South,1197,81.8,Maruti,Swift
2959,3055,2012,350000,30000,600020,Petrol,Individual,Manual,First Owner,5,17.5,Tamil Nadu,Chennai,N,South,1298,85.8,Maruti,Swift
2960,3056,2016,190000,80000,700053,Petrol,Individual,Manual,Second Owner,8,16.8,West Bengal,Kolkata,N,East,796,34.2,Maruti,Omni
2961,3057,2019,1200000,40000,560063,Diesel,Individual,Manual,First Owner,5,22.0,Karnataka,Bangalore,N,South,1582,126.2,Hyundai,Verna
2962,3058,2013,305000,160000,560063,Diesel,Individual,Manual,First Owner,7,15.96,Karnataka,Bangalore,N,South,2523,62.1,Mahindra,Bolero
2963,3059,2015,850000,108000,500020,Diesel,Individual,Manual,First Owner,5,19.67,Telangana,Hyderabad,N,South,1582,126.2,Hyundai,Creta
2964,3060,2011,350000,120000,201301,Diesel,Individual,Manual,Second Owner,5,15.0,Uttar Pradesh,Noida,N,Central,1896,105.0,Volkswagen,Jetta
2965,3061,2010,180000,55000,574142,Petrol,Individual,Manual,Fourth & Above Owner,5,17.92,Karnataka,Mangalore,N,South,1086,62.1,Hyundai,Santro
2966,3062,2008,200000,110000,391510,Diesel,Individual,Manual,First Owner,7,13.93,Gujarat,Vadodara,N,West,2179,138.1,Tata,New
2967,3064,2012,229999,110000,800002,Petrol,Individual,Manual,First Owner,5,19.4,Bihar,Patna,N,East,1198,86.8,Honda,Brio
2968,3065,2006,135000,62900,641043,Petrol,Individual,Manual,First Owner,5,18.9,Tamil Nadu,Coimbatore,N,South,998,67.1,Maruti,Wagon
2969,3066,2011,425000,120000,682001,Diesel,Individual,Manual,Second Owner,5,19.33,Kerala,Kochi,N,South,1968,138.1,Volkswagen,Jetta
2970,3067,2016,1350000,70000,800002,Diesel,Individual,Manual,First Owner,7,16.0,Bihar,Patna,N,East,2179,140.0,Mahindra,XUV500
2971,3068,2009,480000,70000,208002,Diesel,Individual,Manual,Third Owner,7,10.9,Uttar Pradesh,kanpur,N,Central,2499,143.0,Ford,Endeavour
2972,3069,2017,455000,60000,700053,Diesel,Individual,Manual,First Owner,5,28.4,West Bengal,Kolkata,N,East,1248,74.02,Maruti,Swift
2973,3070,2015,320000,60000,452003,Petrol,Individual,Manual,First Owner,5,20.51,Madhya Pradesh,Indore,N,Central,998,67.04,Maruti,Wagon
2974,3071,2019,693000,4000,452003,Petrol,Individual,Manual,First Owner,5,18.6,Madhya Pradesh,Indore,N,Central,1197,81.86,Hyundai,Elite
2975,3072,2017,830000,35000,574142,Diesel,Individual,Manual,First Owner,5,24.3,Karnataka,Mangalore,N,South,1248,88.5,Maruti,Vitara
2976,3073,2016,470000,13500,400053,Petrol,Individual,Manual,First Owner,5,18.9,Maharashtra,Mumbai,N,West,1197,82.0,Hyundai,Grand
2977,3074,2017,1100000,26000,395007,Petrol,Individual,Automatic,First Owner,5,18.0,Gujarat,Surat,N,West,1497,117.3,Honda,City
2978,3075,2016,325000,50000,574142,Diesel,Individual,Manual,First Owner,5,23.0,Karnataka,Mangalore,N,South,1248,88.7,Tata,Zest
2979,3076,2014,215000,50000,391510,Petrol,Individual,Manual,First Owner,5,21.1,Gujarat,Vadodara,N,West,814,55.2,Hyundai,EON
2980,3077,2018,560000,25000,248001,Petrol,Individual,Manual,First Owner,5,22.0,Uttarakhand,Dehradun,N,Central,1197,81.8,Maruti,Swift
2981,3078,2017,400000,30000,560063,Petrol,Individual,Automatic,Second Owner,5,23.1,Karnataka,Bangalore,N,South,998,67.04,Maruti,Celerio
2982,3079,2017,2625000,9000,574142,Diesel,Dealer,Automatic,First Owner,5,13.6,Karnataka,Mangalore,N,South,1999,177.0,Jaguar,XE
2983,3080,2019,5150000,20000,831001,Petrol,Dealer,Automatic,First Owner,5,22.37,Jharkhand,Jamshedpur,N,East,2487,214.56,Lexus,ES
2984,3081,2017,3200000,45000,632001,Diesel,Dealer,Automatic,First Owner,5,19.33,Tamil Nadu,Vellore,N,South,1999,177.0,Jaguar,XF
2985,3082,2015,503000,110000,632001,Diesel,Individual,Manual,First Owner,7,14.1,Tamil Nadu,Vellore,N,South,2179,147.94,Tata,Safari
2986,3083,2019,3800000,20000,431001,Diesel,Individual,Automatic,First Owner,5,18.0,Maharashtra,Aurangabad,N,West,1969,190.0,Volvo,XC40
2987,3084,2016,2000000,68089,560063,Petrol,Trustmark Dealer,Automatic,First Owner,5,19.16,Karnataka,Bangalore,N,South,2494,157.7,Toyota,Camry
2988,3085,2013,225000,58343,680001,Petrol,Trustmark Dealer,Manual,First Owner,5,21.79,Kerala,Thrissur,N,South,998,67.05,Maruti,Wagon
2989,3086,2018,740000,38817,680001,Diesel,Dealer,Manual,First Owner,5,27.39,Kerala,Thrissur,N,South,1248,74.0,Maruti,Baleno
2990,3087,2016,550000,56494,431001,Petrol,Trustmark Dealer,Manual,First Owner,5,18.2,Maharashtra,Aurangabad,N,West,1199,88.7,Honda,Jazz
2991,3088,2013,750000,79328,737101,Diesel,Trustmark Dealer,Manual,Second Owner,7,12.99,Sikkim,Gangtok,N,North East,2494,100.6,Toyota,Innova
2992,3089,2019,650000,5621,411006,Petrol,Trustmark Dealer,Automatic,First Owner,5,22.0,Maharashtra,Pune,N,West,1197,81.8,Maruti,Swift
2993,3090,2017,625000,25538,682001,Petrol,Trustmark Dealer,Manual,First Owner,5,16.78,Kerala,Kochi,N,South,1496,88.73,Toyota,Etios
2994,3091,2018,600000,69779,141003,Petrol,Dealer,Automatic,First Owner,5,22.0,Punjab,Ludhiana,N,North,1197,81.8,Maruti,Swift
2995,3092,2017,450000,56290,834001,Diesel,Dealer,Manual,First Owner,5,24.0,Jharkhand,Ranchi,N,East,1186,73.97,Hyundai,Grand
2996,3093,2019,5400000,7500,834001,Diesel,Dealer,Automatic,First Owner,5,16.78,Jharkhand,Ranchi,N,East,1995,190.0,BMW,X4
2997,3094,2019,5500000,8500,560063,Diesel,Dealer,Automatic,First Owner,5,16.78,Karnataka,Bangalore,N,South,1995,190.0,BMW,X4
2998,3095,2019,779000,7032,452003,Petrol,Trustmark Dealer,Automatic,First Owner,5,19.0,Madhya Pradesh,Indore,N,Central,1199,88.76,Honda,Amaze
2999,3096,2016,645000,11000,570004,Petrol,Dealer,Automatic,First Owner,5,14.3,Karnataka,Mysore,N,South,1598,103.5,Skoda,Rapid
3000,3097,2018,2475000,2000,391510,Diesel,Dealer,Automatic,First Owner,5,16.8,Gujarat,Vadodara,N,West,1984,150.0,Volvo,V40
3001,3099,2017,725000,45000,800002,Diesel,Individual,Manual,First Owner,5,23.0,Bihar,Patna,N,East,1498,98.96,Ford,EcoSport
3002,3100,2013,225000,58343,600020,Petrol,Trustmark Dealer,Manual,First Owner,5,21.79,Tamil Nadu,Chennai,N,South,998,67.05,Maruti,Wagon
3003,3101,2018,740000,38817,400053,Diesel,Dealer,Manual,First Owner,5,27.39,Maharashtra,Mumbai,N,West,1248,74.0,Maruti,Baleno
3004,3102,2019,650000,5621,248001,Petrol,Trustmark Dealer,Automatic,First Owner,5,22.0,Uttarakhand,Dehradun,N,Central,1197,81.8,Maruti,Swift
3005,3103,2017,625000,25538,574142,Petrol,Trustmark Dealer,Manual,First Owner,5,16.78,Karnataka,Mangalore,N,South,1496,88.73,Toyota,Etios
3006,3104,2018,600000,69779,831001,Petrol,Dealer,Automatic,First Owner,5,22.0,Jharkhand,Jamshedpur,N,East,1197,81.8,Maruti,Swift
3007,3105,2017,450000,56290,431001,Diesel,Dealer,Manual,First Owner,5,24.0,Maharashtra,Aurangabad,N,West,1186,73.97,Hyundai,Grand
3008,3106,2014,325000,52442,411006,Petrol,Trustmark Dealer,Manual,Second Owner,5,18.5,Maharashtra,Pune,N,West,1198,86.8,Honda,Brio
3009,3107,2013,229999,39000,641043,Petrol,Dealer,Manual,First Owner,5,20.36,Tamil Nadu,Coimbatore,N,South,1197,78.9,Hyundai,i10
3010,3108,2007,400000,42000,248001,Petrol,Dealer,Automatic,First Owner,5,11.74,Uttarakhand,Dehradun,N,Central,1796,186.0,Mercedes-Benz,New
3011,3109,2015,449000,34156,570004,Petrol,Dealer,Manual,First Owner,5,16.47,Karnataka,Mysore,N,South,1198,74.0,Volkswagen,Polo
3012,3110,2017,455000,34152,201301,Petrol,Dealer,Manual,First Owner,5,18.9,Uttar Pradesh,Noida,N,Central,1197,81.86,Hyundai,Grand
3013,3111,2015,1750000,37000,208002,Diesel,Dealer,Automatic,First Owner,5,18.25,Uttar Pradesh,kanpur,N,Central,1968,187.74,Audi,A4
3014,3112,2017,1390000,98000,395101,Diesel,Dealer,Automatic,First Owner,7,11.36,Gujarat,Surat,N,West,2755,171.5,Toyota,Innova
3015,3113,2019,1150000,31000,737101,Petrol,Dealer,Manual,First Owner,5,15.8,Sikkim,Gangtok,N,North East,1591,121.3,Hyundai,Creta
3016,3114,2018,650000,62841,600020,Petrol,Trustmark Dealer,Manual,First Owner,5,18.6,Tamil Nadu,Chennai,N,South,1197,81.83,Hyundai,i20
3017,3115,2016,950000,38600,524225,Diesel,Dealer,Manual,First Owner,5,19.67,Andhra Pradesh,Nellore,N,South,1582,126.2,Hyundai,Creta
3018,3116,2018,698000,27654,700053,Diesel,Dealer,Automatic,First Owner,5,28.4,West Bengal,Kolkata,N,East,1248,74.02,Maruti,Swift
3019,3117,2017,975000,48698,400053,Diesel,Dealer,Manual,First Owner,5,19.67,Maharashtra,Mumbai,N,West,1582,126.2,Hyundai,Creta
3020,3118,2018,445000,32995,570004,Petrol,Dealer,Automatic,First Owner,5,20.52,Karnataka,Mysore,N,South,1197,81.8,Maruti,Wagon
3021,3119,2018,539000,60000,680001,Diesel,Individual,Manual,First Owner,5,22.95,Kerala,Thrissur,N,South,1248,74.0,Tata,Zest
3022,3120,2010,350000,110000,700053,Diesel,Individual,Manual,Fourth & Above Owner,5,17.8,West Bengal,Kolkata,N,East,1248,75.0,Maruti,Swift
3023,3121,2011,550000,260000,751022,Diesel,Individual,Manual,Fourth & Above Owner,8,12.05,Odisha,Bhubaneshwar,N,East,2179,120.0,Mahindra,Scorpio
3024,3122,2015,550000,130000,641043,Diesel,Individual,Manual,Second Owner,5,20.45,Tamil Nadu,Coimbatore,N,South,1461,83.8,Renault,Duster
3025,3123,2011,330000,120000,201301,Diesel,Individual,Manual,First Owner,5,22.07,Uttar Pradesh,Noida,N,Central,1199,73.9,Volkswagen,Polo
3026,3124,2014,220000,80000,400053,Petrol,Individual,Manual,Third Owner,5,21.1,Maharashtra,Mumbai,N,West,814,55.2,Hyundai,EON
3027,3125,2013,415000,60000,395101,Petrol,Individual,Manual,Second Owner,5,18.5,Gujarat,Surat,N,West,1197,85.8,Maruti,Ritz
3028,3126,2007,150000,75000,641043,Petrol,Individual,Manual,First Owner,5,19.7,Tamil Nadu,Coimbatore,N,South,796,46.3,Maruti,Alto
3029,3127,2005,150000,89000,800002,Petrol,Individual,Manual,Second Owner,5,15.3,Bihar,Patna,N,East,1341,83.0,Hyundai,Getz
3030,3128,2007,240000,110000,570004,Diesel,Individual,Manual,First Owner,5,18.1,Karnataka,Mysore,N,South,1493,110.0,Hyundai,Verna
3031,3129,2009,170000,90000,632001,Petrol,Individual,Manual,Second Owner,5,19.7,Tamil Nadu,Vellore,N,South,796,46.3,Maruti,Alto
3032,3130,2015,550000,40000,395101,Diesel,Individual,Manual,Third Owner,5,28.09,Gujarat,Surat,N,West,1248,88.5,Maruti,Ciaz
3033,3131,2017,500000,26000,600020,Petrol,Individual,Automatic,First Owner,5,19.34,Tamil Nadu,Chennai,N,South,1198,76.0,Nissan,Micra
3034,3132,2011,180000,120000,391510,Diesel,Individual,Manual,Second Owner,8,13.0,Gujarat,Vadodara,N,West,2489,95.0,Mahindra,Xylo
3035,3133,2017,360000,29000,391510,Petrol,Individual,Manual,First Owner,6,18.15,Gujarat,Vadodara,N,West,1198,82.0,Mahindra,KUV
3036,3134,2014,400000,120000,411006,Petrol,Individual,Manual,First Owner,5,19.1,Maharashtra,Pune,N,West,1197,85.8,Maruti,Swift
3037,3135,2009,120000,70000,737101,Petrol,Individual,Manual,Second Owner,5,13.2,Sikkim,Gangtok,N,North East,1495,94.0,Hyundai,Accent
3038,3136,2016,765000,100000,400053,Diesel,Individual,Manual,Second Owner,5,24.3,Maharashtra,Mumbai,N,West,1248,88.5,Maruti,Vitara
3039,3137,2016,919999,90150,500020,Diesel,Individual,Manual,First Owner,5,24.3,Telangana,Hyderabad,N,South,1248,88.5,Maruti,Vitara
3040,3138,2018,730000,90000,431001,Diesel,Individual,Manual,First Owner,5,23.59,Maharashtra,Aurangabad,N,West,1364,67.05,Toyota,Platinum
3041,3139,2016,320000,120000,680001,Diesel,Individual,Manual,First Owner,5,22.95,Kerala,Thrissur,N,South,1248,74.0,Tata,Zest
3042,3140,2015,455000,90000,302029,Diesel,Individual,Manual,Second Owner,5,25.8,Rajasthan,Jaipur,N,North,1498,98.6,Honda,Amaze
3043,3141,2015,350000,50000,302029,Petrol,Individual,Manual,First Owner,5,20.63,Rajasthan,Jaipur,N,North,1198,67.0,Datsun,GO
3044,3142,2016,509999,110000,391510,Diesel,Individual,Manual,First Owner,7,18.49,Gujarat,Vadodara,N,West,1493,100.0,Mahindra,TUV
3045,3143,2011,175000,85700,248001,Diesel,Individual,Manual,Second Owner,5,17.0,Uttarakhand,Dehradun,N,Central,1405,70.0,Tata,Indigo
3046,3144,2013,325000,178000,452003,Diesel,Individual,Manual,First Owner,9,15.96,Madhya Pradesh,Indore,N,Central,2523,63.0,Mahindra,Bolero
3047,3145,2011,120000,70000,208002,Petrol,Individual,Manual,Second Owner,5,15.2,Uttar Pradesh,kanpur,N,Central,1193,65.0,Tata,Indigo
3048,3146,2014,300000,30000,737101,Petrol,Individual,Manual,Second Owner,5,20.36,Sikkim,Gangtok,N,North East,1197,78.9,Hyundai,i10
3049,3147,2015,500000,100000,560063,Diesel,Individual,Manual,First Owner,5,26.0,Karnataka,Bangalore,N,South,1498,98.6,Honda,City
3050,3148,2016,562000,25339,600020,Petrol,Individual,Manual,First Owner,5,21.4,Tamil Nadu,Chennai,N,South,1197,83.1,Maruti,Baleno
3051,3149,2014,250000,10000,682001,Petrol,Individual,Manual,First Owner,5,21.1,Kerala,Kochi,N,South,814,55.2,Hyundai,EON
3052,3150,2017,484999,35000,570004,Diesel,Individual,Manual,First Owner,5,20.65,Karnataka,Mysore,N,South,1248,88.7,Tata,Zest
3053,3151,2013,280000,35000,641043,Petrol,Individual,Manual,Second Owner,5,20.36,Tamil Nadu,Coimbatore,N,South,1197,78.9,Hyundai,i10
3054,3152,2015,571000,68000,700053,Diesel,Individual,Manual,Second Owner,7,20.77,West Bengal,Kolkata,N,East,1248,88.76,Maruti,Ertiga
3055,3153,2013,400000,40000,600020,Petrol,Individual,Manual,First Owner,5,18.6,Tamil Nadu,Chennai,N,South,1197,85.8,Maruti,Swift
3056,3154,2015,295000,120000,302029,Diesel,Individual,Manual,Second Owner,5,19.09,Rajasthan,Jaipur,N,North,1405,69.01,Tata,Indigo
3057,3156,2011,250000,25000,141003,Petrol,Individual,Manual,First Owner,5,15.6,Punjab,Ludhiana,N,North,1196,70.0,Ford,Figo
3058,3157,2015,610000,40000,641043,Diesel,Individual,Manual,Second Owner,7,15.96,Tamil Nadu,Coimbatore,N,South,2523,62.1,Mahindra,Bolero
3059,3158,2012,175000,60000,641043,Diesel,Individual,Manual,First Owner,5,22.3,Tamil Nadu,Coimbatore,N,South,1248,74.0,Tata,Indica
3060,3159,2011,204999,70000,751022,Diesel,Individual,Manual,Second Owner,5,20.0,Odisha,Bhubaneshwar,N,East,1399,68.0,Ford,Figo
3061,3160,2013,750000,80000,201301,Diesel,Individual,Manual,Second Owner,7,15.1,Uttar Pradesh,Noida,N,Central,2179,140.0,Mahindra,XUV500
3062,3161,2016,651000,42323,560063,Diesel,Dealer,Manual,First Owner,5,21.19,Karnataka,Bangalore,N,South,1396,88.76,Hyundai,i20
3063,3162,2011,1075000,42545,570004,Diesel,Dealer,Automatic,First Owner,5,19.62,Karnataka,Mysore,N,South,1998,190.0,BMW,X1
3064,3163,2016,690000,32000,431001,Diesel,Dealer,Manual,First Owner,5,25.1,Maharashtra,Aurangabad,N,West,1248,88.5,Maruti,S-Cross
3065,3164,2017,589000,41232,411006,Diesel,Dealer,Manual,First Owner,5,26.59,Maharashtra,Pune,N,West,1248,74.0,Maruti,Swift
3066,3165,2015,445000,40200,834001,Diesel,Dealer,Manual,First Owner,7,21.0,Jharkhand,Ranchi,N,East,1498,74.96,Mahindra,Bolero
3067,3166,2013,475000,48000,632001,Diesel,Dealer,Manual,Second Owner,5,21.7,Tamil Nadu,Vellore,N,South,1498,98.96,Ford,Ecosport
3068,3167,2014,465000,27233,682001,Diesel,Dealer,Manual,First Owner,5,27.4,Kerala,Kochi,N,South,1498,98.63,Honda,Amaze
3069,3168,2011,225000,35000,524225,Petrol,Individual,Manual,First Owner,5,15.0,Andhra Pradesh,Nellore,N,South,1368,90.0,Tata,Manza
3070,3169,2005,310000,200000,500020,Diesel,Individual,Manual,Second Owner,8,12.8,Telangana,Hyderabad,N,South,2494,102.0,Toyota,Innova
3071,3170,2016,445000,63000,641043,Diesel,Dealer,Manual,First Owner,9,15.3,Tamil Nadu,Coimbatore,N,South,2956,83.8,Tata,Sumo
3072,3171,2015,445000,62000,560063,Diesel,Dealer,Manual,First Owner,7,21.0,Karnataka,Bangalore,N,South,1498,74.96,Mahindra,Bolero
3073,3172,2012,450000,68240,560063,Diesel,Dealer,Manual,First Owner,7,13.93,Karnataka,Bangalore,N,South,2956,138.1,Tata,New
3074,3173,2008,450000,78000,570004,Diesel,Dealer,Manual,First Owner,7,15.4,Karnataka,Mysore,N,South,1997,120.0,Mahindra,Scorpio
3075,3175,2010,200000,35000,524225,Petrol,Dealer,Manual,First Owner,5,18.9,Andhra Pradesh,Nellore,N,South,998,67.1,Maruti,Wagon
3076,3176,2018,611000,9000,570004,Petrol,Dealer,Manual,First Owner,5,19.1,Karnataka,Mysore,N,South,1197,85.8,Maruti,Swift
3077,3177,2016,819999,39000,302029,Diesel,Dealer,Manual,First Owner,5,19.67,Rajasthan,Jaipur,N,North,1582,126.2,Hyundai,Creta
3078,3178,2016,825000,39000,600020,Diesel,Dealer,Manual,First Owner,5,21.38,Tamil Nadu,Chennai,N,South,1396,88.7,Hyundai,Creta
3079,3179,2015,599000,92651,431001,Diesel,Dealer,Manual,First Owner,5,21.7,Maharashtra,Aurangabad,N,West,1498,98.96,Ford,Ecosport
3080,3180,2018,490000,28000,632001,Petrol,Dealer,Manual,First Owner,5,16.1,Tamil Nadu,Vellore,N,South,1197,85.0,Maruti,Swift
3081,3181,2020,500000,40000,570004,Petrol,Individual,Manual,First Owner,5,17.57,Karnataka,Mysore,N,South,1193,88.7,Tata,Zest
3082,3182,2020,500000,40000,201301,Petrol,Individual,Manual,First Owner,5,17.57,Uttar Pradesh,Noida,N,Central,1193,88.7,Tata,Zest
3083,3183,2017,1100000,88754,248001,Diesel,Dealer,Manual,First Owner,7,16.0,Uttarakhand,Dehradun,N,Central,2179,140.0,Mahindra,XUV500
3084,3184,2019,675000,7000,411006,Petrol,Individual,Manual,First Owner,5,19.4,Maharashtra,Pune,N,West,1194,94.93,Ford,Aspire
3085,3185,2018,1350000,40000,452003,Diesel,Individual,Manual,First Owner,7,16.0,Madhya Pradesh,Indore,N,Central,2179,138.0,Mahindra,XUV500
3086,3186,2018,570000,20000,641043,Petrol,Individual,Manual,First Owner,5,18.9,Tamil Nadu,Coimbatore,N,South,1197,81.86,Hyundai,Grand
3087,3187,2017,455000,50000,800002,Diesel,Individual,Manual,First Owner,5,24.0,Bihar,Patna,N,East,1186,73.97,Hyundai,Grand
3088,3188,2013,165000,45000,431001,Petrol,Individual,Manual,Second Owner,5,21.1,Maharashtra,Aurangabad,N,West,814,55.2,Hyundai,EON
3089,3189,2016,925000,22000,831001,Petrol,Individual,Manual,First Owner,5,17.8,Jharkhand,Jamshedpur,N,East,1497,117.3,Honda,City
3090,3190,2014,215000,100000,680001,Diesel,Individual,Manual,Second Owner,5,25.0,Kerala,Thrissur,N,South,1396,69.01,Tata,Indigo
3091,3191,2016,470000,23700,141003,Petrol,Individual,Manual,First Owner,5,20.4,Punjab,Ludhiana,N,North,1197,81.8,Maruti,Swift
3092,3192,2016,470000,23700,560063,Petrol,Individual,Manual,First Owner,5,20.4,Karnataka,Bangalore,N,South,1197,81.8,Maruti,Swift
3093,3193,2017,650000,60000,248001,Diesel,Individual,Manual,First Owner,5,28.09,Uttarakhand,Dehradun,N,Central,1248,88.5,Maruti,Ciaz
3094,3194,2017,900000,50000,431001,Diesel,Individual,Manual,First Owner,5,20.37,Maharashtra,Aurangabad,N,West,1461,108.45,Renault,Captur
3095,3196,2009,190000,100000,201301,Diesel,Individual,Manual,Second Owner,5,17.8,Uttar Pradesh,Noida,N,Central,1399,67.0,Ford,Fiesta
3096,3197,2017,715000,60000,208002,Diesel,Individual,Manual,First Owner,5,21.19,Uttar Pradesh,kanpur,N,Central,1396,88.73,Hyundai,i20
3097,3198,2013,227999,60000,380052,Diesel,Individual,Manual,Second Owner,5,25.0,Gujarat,Ahmedabad,N,West,1396,69.01,Tata,Indigo
3098,3199,2017,450000,50000,110029,Diesel,Individual,Manual,First Owner,5,22.95,Delhi,Delhi,N,North,1248,74.0,Tata,Bolt
3099,3200,2015,200000,40000,632001,Diesel,Individual,Manual,First Owner,5,25.44,Tamil Nadu,Vellore,N,South,936,56.3,Chevrolet,Beat
3100,3201,2017,400000,110000,641043,CNG,Individual,Manual,First Owner,5,26.6,Tamil Nadu,Coimbatore,N,South,998,58.16,Maruti,Wagon
3101,3202,2016,725000,110000,400053,Diesel,Individual,Manual,First Owner,7,24.52,Maharashtra,Mumbai,N,West,1248,88.5,Maruti,Ertiga
3102,3203,2014,300000,80000,391510,Diesel,Individual,Manual,First Owner,5,20.0,Gujarat,Vadodara,N,West,1399,68.05,Ford,Figo
3103,3204,2016,1151000,69500,400053,Diesel,Individual,Manual,Second Owner,8,12.99,Maharashtra,Mumbai,N,West,2494,100.6,Toyota,Innova
3104,3205,2014,225000,33000,700053,Petrol,Individual,Manual,First Owner,5,20.63,West Bengal,Kolkata,N,East,1198,67.0,Datsun,GO
3105,3206,2016,380000,80000,524225,Petrol,Individual,Manual,First Owner,5,19.81,Andhra Pradesh,Nellore,N,South,1086,68.05,Hyundai,i10
3106,3207,2019,630000,5000,570004,Petrol,Individual,Manual,First Owner,5,18.6,Karnataka,Mysore,N,South,1197,81.86,Hyundai,Elite
3107,3208,2014,351000,25000,737101,Petrol,Individual,Manual,First Owner,5,20.36,Sikkim,Gangtok,N,North East,1197,78.9,Hyundai,i10
3108,3209,2012,199000,50000,302029,Diesel,Individual,Manual,Second Owner,5,20.86,Rajasthan,Jaipur,N,North,1199,75.0,Skoda,Fabia
3109,3210,2017,850000,50000,570004,Diesel,Individual,Manual,First Owner,7,17.6,Karnataka,Mysore,N,South,2179,147.94,Tata,Hexa
3110,3211,2010,105000,120000,574142,Diesel,Individual,Manual,Second Owner,5,18.0,Karnataka,Mangalore,N,South,1248,75.0,Tata,Indica
3111,3212,2010,300000,120000,395101,Diesel,Individual,Manual,Third Owner,5,18.8,Gujarat,Surat,N,West,1248,90.0,Tata,Manza
3112,3213,2016,950000,80000,570004,Diesel,Individual,Manual,First Owner,7,12.99,Karnataka,Mysore,N,South,2494,100.6,Toyota,Innova
3113,3214,2015,430000,110000,400053,Diesel,Individual,Manual,Second Owner,7,18.49,Maharashtra,Mumbai,N,West,1493,100.0,Mahindra,TUV
3114,3215,2016,2100000,80000,248001,Diesel,Individual,Automatic,First Owner,7,10.91,Uttarakhand,Dehradun,N,Central,3198,197.0,Ford,Endeavour
3115,3216,2018,540000,30000,632001,Diesel,Individual,Manual,First Owner,5,24.0,Tamil Nadu,Vellore,N,South,1186,73.97,Hyundai,Grand
3116,3217,2012,175000,60000,574142,LPG,Individual,Manual,Second Owner,5,17.8,Karnataka,Mangalore,N,South,1086,63.0,Hyundai,Santro
3117,3218,2018,1150000,44000,751022,Diesel,Individual,Automatic,First Owner,5,17.01,Odisha,Bhubaneshwar,N,East,1582,126.2,Hyundai,Creta
3118,3219,2020,350000,5000,751022,Petrol,Individual,Manual,First Owner,5,22.05,Odisha,Bhubaneshwar,N,East,796,47.3,Maruti,Alto
3119,3220,2019,690000,18000,431001,Petrol,Individual,Manual,First Owner,5,18.6,Maharashtra,Aurangabad,N,West,1197,81.86,Hyundai,Elite
3120,3221,2015,535000,80000,302029,Diesel,Individual,Manual,First Owner,5,22.54,Rajasthan,Jaipur,N,North,1396,88.73,Hyundai,i20
3121,3222,2016,730000,100000,682001,Diesel,Individual,Manual,First Owner,5,24.3,Kerala,Kochi,N,South,1248,88.5,Maruti,Vitara
3122,3223,2016,280000,19000,141003,Petrol,Individual,Manual,First Owner,5,21.1,Punjab,Ludhiana,N,North,814,55.2,Hyundai,EON
3123,3224,2019,650000,33000,751022,Petrol,Individual,Automatic,First Owner,5,21.21,Odisha,Bhubaneshwar,N,East,1197,81.8,Maruti,Swift
3124,3225,2012,520000,162000,400053,Diesel,Individual,Manual,Fourth & Above Owner,7,12.8,Maharashtra,Mumbai,N,West,2494,102.0,Toyota,Innova
3125,3226,2020,360000,65000,380052,Petrol,Individual,Manual,Second Owner,5,20.14,Gujarat,Ahmedabad,N,West,1197,81.86,Hyundai,Xcent
3126,3227,2011,250000,170000,641043,Diesel,Individual,Manual,First Owner,5,19.3,Tamil Nadu,Coimbatore,N,South,1248,73.9,Maruti,Swift
3127,3228,2017,575000,40000,411006,Diesel,Individual,Manual,First Owner,5,21.66,Maharashtra,Pune,N,West,1498,108.62,Volkswagen,Ameo
3128,3229,2012,170000,120000,682001,Diesel,Individual,Manual,Third Owner,5,19.09,Kerala,Kochi,N,South,1396,69.0,Tata,Indigo
3129,3230,2017,711000,53000,141003,Diesel,Individual,Manual,First Owner,5,24.3,Punjab,Ludhiana,N,North,1248,88.5,Maruti,Vitara
3130,3231,2013,250000,90000,400053,Petrol,Individual,Manual,First Owner,5,18.9,Maharashtra,Mumbai,N,West,998,67.1,Maruti,Wagon
3131,3232,2017,675000,35000,302029,Diesel,Individual,Manual,First Owner,5,26.59,Rajasthan,Jaipur,N,North,1248,74.0,Maruti,Swift
3132,3233,2016,325000,50000,302029,Petrol,Individual,Manual,First Owner,5,20.51,Rajasthan,Jaipur,N,North,998,67.04,Maruti,Wagon
3133,3234,2016,250000,20000,380052,Petrol,Individual,Manual,First Owner,5,22.74,Gujarat,Ahmedabad,N,West,796,47.3,Maruti,Alto
3134,3235,2019,740000,38000,391510,Diesel,Individual,Automatic,First Owner,5,28.4,Gujarat,Vadodara,N,West,1248,74.0,Maruti,Swift
